No_gen, Best, MQ, No_clus, max_clus, min_clus
1666,2.998002339519638,3.282504655345185,23,5,2
1667,2.998002339519638,3.282504655345185,23,5,2
1668,2.998002339519638,3.282504655345185,23,5,2
1669,2.998002339519638,3.282504655345185,23,5,2
1670,2.998002339519638,3.282504655345185,23,5,2
1671,2.998002339519638,3.282504655345185,23,5,2
1672,2.998002339519638,3.282504655345185,23,5,2
1673,2.998002339519638,3.282504655345185,23,5,2
1674,2.998002339519638,3.282504655345185,23,5,2
1675,2.998002339519638,3.282504655345185,23,5,2
1676,2.998002339519638,3.282504655345185,23,5,2
1677,2.998002339519638,3.282504655345185,23,5,2
1678,2.998002339519638,3.282504655345185,23,5,2
1679,2.998002339519638,3.282504655345185,23,5,2
1680,2.998002339519638,3.282504655345185,23,5,2
1681,2.998002339519638,3.282504655345185,23,5,2
1682,2.998002339519638,3.282504655345185,23,5,2
1683,2.998002339519638,3.282504655345185,23,5,2
1684,2.998002339519638,3.282504655345185,23,5,2
1685,2.998002339519638,3.282504655345185,23,5,2
1686,2.998002339519638,3.282504655345185,23,5,2
1687,2.998002339519638,3.282504655345185,23,5,2
1688,2.998002339519638,3.282504655345185,23,5,2
1689,2.998002339519638,3.282504655345185,23,5,2
1690,2.998002339519638,3.282504655345185,23,5,2
1691,2.998002339519638,3.282504655345185,23,5,2
1692,2.998002339519638,3.282504655345185,23,5,2
1693,2.998002339519638,3.282504655345185,23,5,2
1694,2.998002339519638,3.282504655345185,23,5,2
1695,2.998002339519638,3.282504655345185,23,5,2
1696,2.998002339519638,3.282504655345185,23,5,2
1697,2.998002339519638,3.282504655345185,23,5,2
1698,2.998002339519638,3.282504655345185,23,5,2
1699,2.998002339519638,3.282504655345185,23,5,2
1700,2.998002339519638,3.282504655345185,23,5,2
1701,2.998002339519638,3.282504655345185,23,5,2
1702,2.998002339519638,3.282504655345185,23,5,2
1703,2.998002339519638,3.282504655345185,23,5,2
1704,2.998002339519638,3.282504655345185,23,5,2
1705,2.998002339519638,3.282504655345185,23,5,2
1706,2.998002339519638,3.282504655345185,23,5,2
1707,2.998002339519638,3.282504655345185,23,5,2
1708,2.998002339519638,3.282504655345185,23,5,2
1709,2.998002339519638,3.282504655345185,23,5,2
1710,2.998002339519638,3.282504655345185,23,5,2
1711,2.998002339519638,3.282504655345185,23,5,2
1712,2.998002339519638,3.282504655345185,23,5,2
1713,2.998002339519638,3.282504655345185,23,5,2
1714,2.998002339519638,3.282504655345185,23,5,2
1715,2.998002339519638,3.282504655345185,23,5,2
1716,2.998002339519638,3.282504655345185,23,5,2
1717,2.998002339519638,3.282504655345185,23,5,2
1718,2.998002339519638,3.282504655345185,23,5,2
1719,2.998002339519638,3.282504655345185,23,5,2
1720,2.998002339519638,3.282504655345185,23,5,2
1721,2.998002339519638,3.282504655345185,23,5,2
1722,2.998002339519638,3.282504655345185,23,5,2
1723,2.998002339519638,3.282504655345185,23,5,2
1724,2.998002339519638,3.282504655345185,23,5,2
1725,2.998002339519638,3.282504655345185,23,5,2
1726,2.998002339519638,3.282504655345185,23,5,2
1727,2.998002339519638,3.282504655345185,23,5,2
1728,2.998002339519638,3.282504655345185,23,5,2
1729,2.998002339519638,3.282504655345185,23,5,2
1730,2.998002339519638,3.282504655345185,23,5,2
1731,2.998002339519638,3.282504655345185,23,5,2
1732,2.998002339519638,3.282504655345185,23,5,2
1733,2.998002339519638,3.282504655345185,23,5,2
1734,2.998002339519638,3.282504655345185,23,5,2
1735,2.998002339519638,3.282504655345185,23,5,2
1736,2.998002339519638,3.282504655345185,23,5,2
1737,2.998002339519638,3.282504655345185,23,5,2
1738,2.998002339519638,3.282504655345185,23,5,2
1739,2.998002339519638,3.282504655345185,23,5,2
1740,2.998002339519638,3.282504655345185,23,5,2
1741,2.998002339519638,3.282504655345185,23,5,2
1742,2.998002339519638,3.282504655345185,23,5,2
1743,2.998002339519638,3.282504655345185,23,5,2
1744,2.998002339519638,3.282504655345185,23,5,2
1745,2.998002339519638,3.282504655345185,23,5,2
1746,2.998002339519638,3.282504655345185,23,5,2
1747,2.998002339519638,3.282504655345185,23,5,2
1748,2.998002339519638,3.282504655345185,23,5,2
1749,2.998002339519638,3.282504655345185,23,5,2
1750,2.998002339519638,3.282504655345185,23,5,2
1751,2.998002339519638,3.282504655345185,23,5,2
1752,2.998002339519638,3.282504655345185,23,5,2
1753,2.998002339519638,3.282504655345185,23,5,2
1754,2.998002339519638,3.282504655345185,23,5,2
1755,2.998002339519638,3.282504655345185,23,5,2
1756,2.998002339519638,3.282504655345185,23,5,2
1757,2.998002339519638,3.282504655345185,23,5,2
1758,2.998002339519638,3.282504655345185,23,5,2
1759,2.998002339519638,3.282504655345185,23,5,2
1760,2.998002339519638,3.282504655345185,23,5,2
1761,2.998002339519638,3.282504655345185,23,5,2
1762,2.998002339519638,3.282504655345185,23,5,2
1763,2.998002339519638,3.282504655345185,23,5,2
1764,2.998002339519638,3.282504655345185,23,5,2
1765,2.998002339519638,3.282504655345185,23,5,2
1766,2.998002339519638,3.282504655345185,23,5,2
1767,2.998002339519638,3.282504655345185,23,5,2
1768,2.998002339519638,3.282504655345185,23,5,2
1769,2.998002339519638,3.282504655345185,23,5,2
1770,2.998002339519638,3.282504655345185,23,5,2
1771,2.998002339519638,3.282504655345185,23,5,2
1772,2.998002339519638,3.282504655345185,23,5,2
1773,2.998002339519638,3.282504655345185,23,5,2
1774,2.998002339519638,3.282504655345185,23,5,2
1775,2.998002339519638,3.282504655345185,23,5,2
1776,2.998002339519638,3.282504655345185,23,5,2
1777,2.998002339519638,3.282504655345185,23,5,2
1778,2.998002339519638,3.282504655345185,23,5,2
1779,2.998002339519638,3.282504655345185,23,5,2
1780,2.998002339519638,3.282504655345185,23,5,2
1781,2.998002339519638,3.282504655345185,23,5,2
1782,2.998002339519638,3.282504655345185,23,5,2
1783,2.998002339519638,3.282504655345185,23,5,2
1784,2.998002339519638,3.282504655345185,23,5,2
1785,2.998002339519638,3.282504655345185,23,5,2
1786,2.998002339519638,3.282504655345185,23,5,2
1787,2.998002339519638,3.282504655345185,23,5,2
1788,2.998002339519638,3.282504655345185,23,5,2
1789,2.998002339519638,3.282504655345185,23,5,2
1790,2.998002339519638,3.282504655345185,23,5,2
1791,2.998002339519638,3.282504655345185,23,5,2
1792,2.998002339519638,3.282504655345185,23,5,2
1793,2.998002339519638,3.282504655345185,23,5,2
1794,2.998002339519638,3.282504655345185,23,5,2
1795,2.998002339519638,3.282504655345185,23,5,2
1796,2.998002339519638,3.282504655345185,23,5,2
1797,2.998002339519638,3.282504655345185,23,5,2
1798,2.998002339519638,3.282504655345185,23,5,2
1799,2.998002339519638,3.282504655345185,23,5,2
1800,2.998002339519638,3.282504655345185,23,5,2
1801,2.998002339519638,3.282504655345185,23,5,2
1802,2.998002339519638,3.282504655345185,23,5,2
1803,2.998002339519638,3.282504655345185,23,5,2
1804,2.998002339519638,3.282504655345185,23,5,2
1805,2.998002339519638,3.282504655345185,23,5,2
1806,2.998002339519638,3.282504655345185,23,5,2
1807,2.998002339519638,3.282504655345185,23,5,2
1808,2.998002339519638,3.282504655345185,23,5,2
1809,2.998002339519638,3.282504655345185,23,5,2
1810,2.998002339519638,3.282504655345185,23,5,2
1811,2.998002339519638,3.282504655345185,23,5,2
1812,2.998002339519638,3.282504655345185,23,5,2
1813,2.998002339519638,3.282504655345185,23,5,2
1814,2.998002339519638,3.282504655345185,23,5,2
1815,2.998002339519638,3.282504655345185,23,5,2
1816,2.998002339519638,3.282504655345185,23,5,2
1817,2.998002339519638,3.282504655345185,23,5,2
1818,2.998002339519638,3.282504655345185,23,5,2
1819,2.998002339519638,3.282504655345185,23,5,2
1820,2.998002339519638,3.282504655345185,23,5,2
1821,2.998002339519638,3.282504655345185,23,5,2
1822,2.998002339519638,3.282504655345185,23,5,2
1823,2.998002339519638,3.282504655345185,23,5,2
1824,2.998002339519638,3.282504655345185,23,5,2
1825,2.998002339519638,3.282504655345185,23,5,2
1826,2.998002339519638,3.282504655345185,23,5,2
1827,2.998002339519638,3.282504655345185,23,5,2
1828,2.998002339519638,3.282504655345185,23,5,2
1829,2.998002339519638,3.282504655345185,23,5,2
1830,2.998002339519638,3.282504655345185,23,5,2
1831,2.998002339519638,3.282504655345185,23,5,2
1832,2.998002339519638,3.282504655345185,23,5,2
1833,2.998002339519638,3.282504655345185,23,5,2
1834,2.998002339519638,3.282504655345185,23,5,2
1835,2.998002339519638,3.282504655345185,23,5,2
1836,2.998002339519638,3.282504655345185,23,5,2
1837,2.998002339519638,3.282504655345185,23,5,2
1838,2.998002339519638,3.282504655345185,23,5,2
1839,2.998002339519638,3.282504655345185,23,5,2
1840,2.998002339519638,3.282504655345185,23,5,2
1841,2.998002339519638,3.282504655345185,23,5,2
1842,2.998002339519638,3.282504655345185,23,5,2
1843,2.998002339519638,3.282504655345185,23,5,2
1844,2.998002339519638,3.282504655345185,23,5,2
1845,2.998002339519638,3.282504655345185,23,5,2
1846,2.998002339519638,3.282504655345185,23,5,2
1847,2.998002339519638,3.282504655345185,23,5,2
1848,2.998002339519638,3.282504655345185,23,5,2
1849,2.998002339519638,3.282504655345185,23,5,2
1850,2.998002339519638,3.282504655345185,23,5,2
1851,2.998002339519638,3.282504655345185,23,5,2
1852,2.998002339519638,3.282504655345185,23,5,2
1853,2.998002339519638,3.282504655345185,23,5,2
1854,2.998002339519638,3.282504655345185,23,5,2
1855,2.998002339519638,3.282504655345185,23,5,2
1856,2.998002339519638,3.282504655345185,23,5,2
1857,2.998002339519638,3.282504655345185,23,5,2
1858,2.998002339519638,3.282504655345185,23,5,2
1859,2.998002339519638,3.282504655345185,23,5,2
1860,2.998002339519638,3.282504655345185,23,5,2
1861,2.998002339519638,3.282504655345185,23,5,2
1862,2.998002339519638,3.282504655345185,23,5,2
1863,2.998002339519638,3.282504655345185,23,5,2
1864,2.998002339519638,3.282504655345185,23,5,2
1865,2.998002339519638,3.282504655345185,23,5,2
1866,2.998002339519638,3.282504655345185,23,5,2
1867,2.998002339519638,3.282504655345185,23,5,2
1868,2.998002339519638,3.282504655345185,23,5,2
1869,2.998002339519638,3.282504655345185,23,5,2
1870,2.998002339519638,3.282504655345185,23,5,2
1871,2.998002339519638,3.282504655345185,23,5,2
1872,2.998002339519638,3.282504655345185,23,5,2
1873,2.998002339519638,3.282504655345185,23,5,2
1874,2.998002339519638,3.282504655345185,23,5,2
1875,2.998002339519638,3.282504655345185,23,5,2
1876,2.998002339519638,3.282504655345185,23,5,2
1877,2.998002339519638,3.282504655345185,23,5,2
1878,2.998002339519638,3.282504655345185,23,5,2
1879,2.998002339519638,3.282504655345185,23,5,2
1880,2.998002339519638,3.282504655345185,23,5,2
1881,2.998002339519638,3.282504655345185,23,5,2
1882,2.998002339519638,3.282504655345185,23,5,2
1883,2.998002339519638,3.282504655345185,23,5,2
1884,2.998002339519638,3.282504655345185,23,5,2
1885,2.998002339519638,3.282504655345185,23,5,2
1886,2.998002339519638,3.282504655345185,23,5,2
1887,2.998002339519638,3.282504655345185,23,5,2
1888,2.998002339519638,3.282504655345185,23,5,2
1889,2.998002339519638,3.282504655345185,23,5,2
1890,2.998002339519638,3.282504655345185,23,5,2
1891,2.998002339519638,3.282504655345185,23,5,2
1892,2.998002339519638,3.282504655345185,23,5,2
1893,2.998002339519638,3.282504655345185,23,5,2
1894,2.998002339519638,3.282504655345185,23,5,2
1895,2.998002339519638,3.282504655345185,23,5,2
1896,2.998002339519638,3.282504655345185,23,5,2
1897,2.998002339519638,3.282504655345185,23,5,2
1898,2.998002339519638,3.282504655345185,23,5,2
1899,2.998002339519638,3.282504655345185,23,5,2
1900,2.998002339519638,3.282504655345185,23,5,2
1901,2.998002339519638,3.282504655345185,23,5,2
1902,2.998002339519638,3.282504655345185,23,5,2
1903,2.998002339519638,3.282504655345185,23,5,2
1904,2.998002339519638,3.282504655345185,23,5,2
1905,2.998002339519638,3.282504655345185,23,5,2
1906,2.998002339519638,3.282504655345185,23,5,2
1907,2.998002339519638,3.282504655345185,23,5,2
1908,2.998002339519638,3.282504655345185,23,5,2
1909,2.998002339519638,3.282504655345185,23,5,2
1910,2.998002339519638,3.282504655345185,23,5,2
1911,2.998002339519638,3.282504655345185,23,5,2
1912,2.998002339519638,3.282504655345185,23,5,2
1913,2.998002339519638,3.282504655345185,23,5,2
1914,2.998002339519638,3.282504655345185,23,5,2
1915,2.998002339519638,3.282504655345185,23,5,2
1916,2.998002339519638,3.282504655345185,23,5,2
1917,2.998002339519638,3.282504655345185,23,5,2
1918,2.998002339519638,3.282504655345185,23,5,2
1919,2.998002339519638,3.282504655345185,23,5,2
1920,2.998002339519638,3.282504655345185,23,5,2
1921,2.998002339519638,3.282504655345185,23,5,2
1922,2.998002339519638,3.282504655345185,23,5,2
1923,2.998002339519638,3.282504655345185,23,5,2
1924,2.998002339519638,3.282504655345185,23,5,2
1925,2.998002339519638,3.282504655345185,23,5,2
1926,2.998002339519638,3.282504655345185,23,5,2
1927,2.998002339519638,3.282504655345185,23,5,2
1928,2.998002339519638,3.282504655345185,23,5,2
1929,2.998002339519638,3.282504655345185,23,5,2
1930,2.998002339519638,3.282504655345185,23,5,2
1931,2.998002339519638,3.282504655345185,23,5,2
1932,2.998002339519638,3.282504655345185,23,5,2
1933,2.998002339519638,3.282504655345185,23,5,2
1934,2.998002339519638,3.282504655345185,23,5,2
1935,2.998002339519638,3.282504655345185,23,5,2
1936,2.998002339519638,3.282504655345185,23,5,2
1937,2.998002339519638,3.282504655345185,23,5,2
1938,2.998002339519638,3.282504655345185,23,5,2
1939,2.998002339519638,3.282504655345185,23,5,2
1940,2.998608023372921,3.282504655345185,24,5,2
1941,2.998608023372921,3.282504655345185,24,5,2
1942,2.998608023372921,3.282504655345185,24,5,2
1943,2.998608023372921,3.282504655345185,24,5,2
1944,2.998608023372921,3.282504655345185,24,5,2
1945,2.998608023372921,3.282504655345185,24,5,2
1946,2.998608023372921,3.282504655345185,24,5,2
1947,2.998608023372921,3.282504655345185,24,5,2
1948,2.998608023372921,3.282504655345185,24,5,2
1949,2.998608023372921,3.282504655345185,24,5,2
1950,2.998608023372921,3.282504655345185,24,5,2
1951,2.998608023372921,3.282504655345185,24,5,2
1952,2.998608023372921,3.282504655345185,24,5,2
1953,2.998608023372921,3.282504655345185,24,5,2
1954,2.998608023372921,3.282504655345185,24,5,2
1955,2.998608023372921,3.282504655345185,24,5,2
1956,2.998608023372921,3.282504655345185,24,5,2
1957,2.998608023372921,3.282504655345185,24,5,2
1958,2.998608023372921,3.282504655345185,24,5,2
1959,2.998608023372921,3.282504655345185,24,5,2
1960,2.998608023372921,3.282504655345185,24,5,2
1961,2.998608023372921,3.282504655345185,24,5,2
1962,2.998608023372921,3.282504655345185,24,5,2
1963,2.998608023372921,3.282504655345185,24,5,2
1964,2.998608023372921,3.282504655345185,24,5,2
1965,2.998608023372921,3.282504655345185,24,5,2
1966,2.998608023372921,3.282504655345185,24,5,2
1967,2.998608023372921,3.282504655345185,24,5,2
1968,2.998608023372921,3.282504655345185,24,5,2
1969,2.998608023372921,3.282504655345185,24,5,2
1970,2.998608023372921,3.282504655345185,24,5,2
1971,2.998608023372921,3.282504655345185,24,5,2
1972,2.998608023372921,3.282504655345185,24,5,2
1973,2.998608023372921,3.282504655345185,24,5,2
1974,2.998608023372921,3.282504655345185,24,5,2
1975,2.998608023372921,3.282504655345185,24,5,2
1976,2.998608023372921,3.282504655345185,24,5,2
1977,2.998608023372921,3.282504655345185,24,5,2
1978,2.998608023372921,3.282504655345185,24,5,2
1979,2.998608023372921,3.282504655345185,24,5,2
1980,2.998608023372921,3.282504655345185,24,5,2
1981,2.998608023372921,3.282504655345185,24,5,2
1982,2.998608023372921,3.282504655345185,24,5,2
1983,2.998608023372921,3.282504655345185,24,5,2
1984,2.998608023372921,3.282504655345185,24,5,2
1985,2.998608023372921,3.282504655345185,24,5,2
1986,2.998608023372921,3.282504655345185,24,5,2
1987,2.998608023372921,3.282504655345185,24,5,2
1988,2.998608023372921,3.282504655345185,24,5,2
1989,2.998608023372921,3.282504655345185,24,5,2
1990,2.998608023372921,3.282504655345185,24,5,2
1991,2.998608023372921,3.282504655345185,24,5,2
1992,2.998608023372921,3.282504655345185,24,5,2
1993,2.998608023372921,3.282504655345185,24,5,2
1994,2.998608023372921,3.282504655345185,24,5,2
1995,2.998608023372921,3.282504655345185,24,5,2
1996,2.998608023372921,3.282504655345185,24,5,2
1997,2.998608023372921,3.282504655345185,24,5,2
1998,2.998608023372921,3.282504655345185,24,5,2
1999,2.998608023372921,3.282504655345185,24,5,2
2000,2.998608023372921,3.282504655345185,24,5,2
2001,2.998608023372921,3.282504655345185,24,5,2
2002,2.998608023372921,3.282504655345185,24,5,2
2003,2.998608023372921,3.282504655345185,24,5,2
2004,2.998608023372921,3.282504655345185,24,5,2
2005,2.998608023372921,3.282504655345185,24,5,2
2006,2.998608023372921,3.282504655345185,24,5,2
2007,2.998608023372921,3.282504655345185,24,5,2
2008,2.998608023372921,3.282504655345185,24,5,2
2009,2.998608023372921,3.282504655345185,24,5,2
2010,2.998608023372921,3.282504655345185,24,5,2
2011,2.998608023372921,3.282504655345185,24,5,2
2012,2.998608023372921,3.282504655345185,24,5,2
2013,2.998608023372921,3.282504655345185,24,5,2
2014,2.998608023372921,3.282504655345185,24,5,2
2015,2.998608023372921,3.282504655345185,24,5,2
2016,2.998608023372921,3.282504655345185,24,5,2
2017,2.998608023372921,3.282504655345185,24,5,2
2018,2.998608023372921,3.282504655345185,24,5,2
2019,2.998608023372921,3.282504655345185,24,5,2
2020,2.998608023372921,3.282504655345185,24,5,2
2021,2.998608023372921,3.282504655345185,24,5,2
2022,2.998608023372921,3.282504655345185,24,5,2
2023,2.998608023372921,3.282504655345185,24,5,2
2024,2.998608023372921,3.282504655345185,24,5,2
2025,2.998608023372921,3.282504655345185,24,5,2
2026,2.998608023372921,3.282504655345185,24,5,2
2027,2.998608023372921,3.282504655345185,24,5,2
2028,2.998608023372921,3.282504655345185,24,5,2
2029,2.998608023372921,3.282504655345185,24,5,2
2030,2.998608023372921,3.282504655345185,24,5,2
2031,2.998608023372921,3.282504655345185,24,5,2
2032,2.998608023372921,3.282504655345185,24,5,2
2033,2.998608023372921,3.282504655345185,24,5,2
2034,2.998608023372921,3.282504655345185,24,5,2
2035,2.998608023372921,3.282504655345185,24,5,2
2036,2.998608023372921,3.282504655345185,24,5,2
2037,2.998608023372921,3.282504655345185,24,5,2
2038,2.998608023372921,3.282504655345185,24,5,2
2039,2.998608023372921,3.282504655345185,24,5,2
2040,2.998608023372921,3.282504655345185,24,5,2
2041,2.998608023372921,3.282504655345185,24,5,2
2042,2.998608023372921,3.282504655345185,24,5,2
2043,2.998608023372921,3.282504655345185,24,5,2
2044,2.998608023372921,3.282504655345185,24,5,2
2045,2.998608023372921,3.282504655345185,24,5,2
