No_gen, Best, MQ, No_clus, max_clus, min_clus
1529,3.072977814376532,3.3582907486543356,34,3,1
1530,3.072977814376532,3.3582907486543356,34,3,1
1531,3.072977814376532,3.3582907486543356,34,3,1
1532,3.072977814376532,3.3582907486543356,34,3,1
1533,3.072977814376532,3.3582907486543356,34,3,1
1534,3.072977814376532,3.3582907486543356,34,3,1
1535,3.072977814376532,3.3582907486543356,34,3,1
1536,3.072977814376532,3.3582907486543356,34,3,1
1537,3.072977814376532,3.3582907486543356,34,3,1
1538,3.072977814376532,3.3582907486543356,34,3,1
1539,3.072977814376532,3.3582907486543356,34,3,1
1540,3.072977814376532,3.3582907486543356,34,3,1
1541,3.072977814376532,3.3582907486543356,34,3,1
1542,3.072977814376532,3.3582907486543356,34,3,1
1543,3.072977814376532,3.3582907486543356,34,3,1
1544,3.072977814376532,3.3582907486543356,34,3,1
1545,3.072977814376532,3.3582907486543356,34,3,1
1546,3.072977814376532,3.3582907486543356,34,3,1
1547,3.072977814376532,3.3582907486543356,34,3,1
1548,3.072977814376532,3.3582907486543356,34,3,1
1549,3.072977814376532,3.3582907486543356,34,3,1
1550,3.072977814376532,3.3582907486543356,34,3,1
1551,3.072977814376532,3.3582907486543356,34,3,1
1552,3.072977814376532,3.3582907486543356,34,3,1
1553,3.072977814376532,3.3582907486543356,34,3,1
1554,3.072977814376532,3.3582907486543356,34,3,1
1555,3.072977814376532,3.3582907486543356,34,3,1
1556,3.072977814376532,3.3582907486543356,34,3,1
1557,3.072977814376532,3.3582907486543356,34,3,1
1558,3.072977814376532,3.3582907486543356,34,3,1
1559,3.072977814376532,3.3582907486543356,34,3,1
1560,3.072977814376532,3.3582907486543356,34,3,1
1561,3.072977814376532,3.3582907486543356,34,3,1
1562,3.072977814376532,3.3582907486543356,34,3,1
1563,3.072977814376532,3.3582907486543356,34,3,1
1564,3.072977814376532,3.3582907486543356,34,3,1
1565,3.072977814376532,3.3582907486543356,34,3,1
1566,3.072977814376532,3.3582907486543356,34,3,1
1567,3.072977814376532,3.3582907486543356,34,3,1
1568,3.072977814376532,3.3582907486543356,34,3,1
1569,3.072977814376532,3.3582907486543356,34,3,1
1570,3.072977814376532,3.3582907486543356,34,3,1
1571,3.072977814376532,3.3582907486543356,34,3,1
1572,3.072977814376532,3.3582907486543356,34,3,1
1573,3.072977814376532,3.3582907486543356,34,3,1
1574,3.072977814376532,3.3582907486543356,34,3,1
1575,3.072977814376532,3.3582907486543356,34,3,1
1576,3.072977814376532,3.3582907486543356,34,3,1
1577,3.072977814376532,3.3582907486543356,34,3,1
1578,3.072977814376532,3.3582907486543356,34,3,1
1579,3.072977814376532,3.3582907486543356,34,3,1
1580,3.072977814376532,3.3582907486543356,34,3,1
1581,3.072977814376532,3.3582907486543356,34,3,1
1582,3.072977814376532,3.3582907486543356,34,3,1
1583,3.072977814376532,3.3582907486543356,34,3,1
1584,3.072977814376532,3.3582907486543356,34,3,1
1585,3.072977814376532,3.3582907486543356,34,3,1
1586,3.072977814376532,3.3582907486543356,34,3,1
1587,3.072977814376532,3.3582907486543356,34,3,1
1588,3.072977814376532,3.3582907486543356,34,3,1
1589,3.072977814376532,3.3582907486543356,34,3,1
1590,3.072977814376532,3.3582907486543356,34,3,1
1591,3.072977814376532,3.3582907486543356,34,3,1
1592,3.072977814376532,3.3582907486543356,34,3,1
1593,3.072977814376532,3.3582907486543356,34,3,1
1594,3.072977814376532,3.3582907486543356,34,3,1
1595,3.072977814376532,3.3582907486543356,34,3,1
1596,3.072977814376532,3.3582907486543356,34,3,1
1597,3.072977814376532,3.3582907486543356,34,3,1
1598,3.072977814376532,3.3582907486543356,34,3,1
1599,3.072977814376532,3.3582907486543356,34,3,1
1600,3.072977814376532,3.3582907486543356,34,3,1
1601,3.072977814376532,3.3582907486543356,34,3,1
1602,3.072977814376532,3.3582907486543356,34,3,1
1603,3.072977814376532,3.3582907486543356,34,3,1
1604,3.072977814376532,3.3582907486543356,34,3,1
1605,3.072977814376532,3.3582907486543356,34,3,1
1606,3.072977814376532,3.3582907486543356,34,3,1
1607,3.072977814376532,3.3582907486543356,34,3,1
1608,3.072977814376532,3.3582907486543356,34,3,1
1609,3.072977814376532,3.3582907486543356,34,3,1
1610,3.072977814376532,3.3582907486543356,34,3,1
1611,3.072977814376532,3.3582907486543356,34,3,1
1612,3.072977814376532,3.3582907486543356,34,3,1
1613,3.072977814376532,3.3582907486543356,34,3,1
1614,3.072977814376532,3.3582907486543356,34,3,1
1615,3.072977814376532,3.3582907486543356,34,3,1
1616,3.072977814376532,3.3582907486543356,34,3,1
1617,3.072977814376532,3.3582907486543356,34,3,1
1618,3.072977814376532,3.3582907486543356,34,3,1
1619,3.072977814376532,3.3582907486543356,34,3,1
1620,3.072977814376532,3.3582907486543356,34,3,1
1621,3.072977814376532,3.3582907486543356,34,3,1
1622,3.072977814376532,3.3582907486543356,34,3,1
1623,3.072977814376532,3.3582907486543356,34,3,1
1624,3.072977814376532,3.3582907486543356,34,3,1
1625,3.072977814376532,3.3582907486543356,34,3,1
1626,3.072977814376532,3.3582907486543356,34,3,1
1627,3.072977814376532,3.3582907486543356,34,3,1
1628,3.072977814376532,3.3582907486543356,34,3,1
1629,3.072977814376532,3.3582907486543356,34,3,1
1630,3.072977814376532,3.3582907486543356,34,3,1
1631,3.072977814376532,3.3582907486543356,34,3,1
1632,3.072977814376532,3.3582907486543356,34,3,1
1633,3.072977814376532,3.3582907486543356,34,3,1
1634,3.072977814376532,3.3582907486543356,34,3,1
1635,3.072977814376532,3.3582907486543356,34,3,1
1636,3.072977814376532,3.3582907486543356,34,3,1
1637,3.072977814376532,3.3582907486543356,34,3,1
1638,3.072977814376532,3.3582907486543356,34,3,1
1639,3.072977814376532,3.3582907486543356,34,3,1
1640,3.072977814376532,3.3582907486543356,34,3,1
1641,3.072977814376532,3.3582907486543356,34,3,1
1642,3.072977814376532,3.3582907486543356,34,3,1
1643,3.072977814376532,3.3582907486543356,34,3,1
1644,3.072977814376532,3.3582907486543356,34,3,1
1645,3.072977814376532,3.3582907486543356,34,3,1
1646,3.072977814376532,3.3582907486543356,34,3,1
1647,3.072977814376532,3.3582907486543356,34,3,1
1648,3.072977814376532,3.3582907486543356,34,3,1
1649,3.086032314892393,3.3729029108992576,34,3,1
1650,3.086032314892393,3.3729029108992576,34,3,1
1651,3.086032314892393,3.3729029108992576,34,3,1
1652,3.086032314892393,3.3729029108992576,34,3,1
1653,3.086032314892393,3.3729029108992576,34,3,1
1654,3.086032314892393,3.3729029108992576,34,3,1
1655,3.086032314892393,3.3729029108992576,34,3,1
1656,3.086032314892393,3.3729029108992576,34,3,1
1657,3.086032314892393,3.3729029108992576,34,3,1
1658,3.086032314892393,3.3729029108992576,34,3,1
1659,3.086032314892393,3.3729029108992576,34,3,1
1660,3.086032314892393,3.3729029108992576,34,3,1
1661,3.091929660917697,3.3795039276774554,34,3,1
1662,3.091929660917697,3.3795039276774554,34,3,1
1663,3.091929660917697,3.3795039276774554,34,3,1
1664,3.091929660917697,3.3795039276774554,34,3,1
1665,3.091929660917697,3.3795039276774554,34,3,1
1666,3.091929660917697,3.3795039276774554,34,3,1
1667,3.091929660917697,3.3795039276774554,34,3,1
1668,3.091929660917697,3.3795039276774554,34,3,1
1669,3.091929660917697,3.3795039276774554,34,3,1
1670,3.091929660917697,3.3795039276774554,34,3,1
1671,3.091929660917697,3.3795039276774554,34,3,1
1672,3.091929660917697,3.3795039276774554,34,3,1
1673,3.091929660917697,3.3795039276774554,34,3,1
1674,3.091929660917697,3.3795039276774554,34,3,1
1675,3.091929660917697,3.3795039276774554,34,3,1
1676,3.091929660917697,3.3795039276774554,34,3,1
1677,3.091929660917697,3.3795039276774554,34,3,1
1678,3.091929660917697,3.3795039276774554,34,3,1
1679,3.091929660917697,3.3795039276774554,34,3,1
1680,3.091929660917697,3.3795039276774554,34,3,1
1681,3.091929660917697,3.3795039276774554,34,3,1
1682,3.091929660917697,3.3795039276774554,34,3,1
1683,3.091929660917697,3.3795039276774554,34,3,1
1684,3.091929660917697,3.3795039276774554,34,3,1
1685,3.091929660917697,3.3795039276774554,34,3,1
1686,3.091929660917697,3.3795039276774554,34,3,1
1687,3.091929660917697,3.3795039276774554,34,3,1
1688,3.091929660917697,3.3795039276774554,34,3,1
1689,3.091929660917697,3.3795039276774554,34,3,1
1690,3.091929660917697,3.3795039276774554,34,3,1
1691,3.091929660917697,3.3795039276774554,34,3,1
1692,3.091929660917697,3.3795039276774554,34,3,1
1693,3.091929660917697,3.3795039276774554,34,3,1
1694,3.091929660917697,3.3795039276774554,34,3,1
1695,3.091929660917697,3.3795039276774554,34,3,1
1696,3.091929660917697,3.3795039276774554,34,3,1
1697,3.091929660917697,3.3795039276774554,34,3,1
1698,3.091929660917697,3.3795039276774554,34,3,1
1699,3.091929660917697,3.3795039276774554,34,3,1
1700,3.091929660917697,3.3795039276774554,34,3,1
1701,3.091929660917697,3.3795039276774554,34,3,1
1702,3.091929660917697,3.3795039276774554,34,3,1
1703,3.091929660917697,3.3795039276774554,34,3,1
1704,3.091929660917697,3.3795039276774554,34,3,1
1705,3.091929660917697,3.3795039276774554,34,3,1
1706,3.091929660917697,3.3795039276774554,34,3,1
1707,3.091929660917697,3.3795039276774554,34,3,1
1708,3.091929660917697,3.3795039276774554,34,3,1
1709,3.091929660917697,3.3795039276774554,34,3,1
1710,3.091929660917697,3.3795039276774554,34,3,1
1711,3.091929660917697,3.3795039276774554,34,3,1
1712,3.091929660917697,3.3795039276774554,34,3,1
1713,3.091929660917697,3.3795039276774554,34,3,1
1714,3.091929660917697,3.3795039276774554,34,3,1
1715,3.091929660917697,3.3795039276774554,34,3,1
1716,3.091929660917697,3.3795039276774554,34,3,1
1717,3.091929660917697,3.3795039276774554,34,3,1
1718,3.091929660917697,3.3795039276774554,34,3,1
1719,3.091929660917697,3.3795039276774554,34,3,1
1720,3.091929660917697,3.3795039276774554,34,3,1
1721,3.091929660917697,3.3795039276774554,34,3,1
1722,3.091929660917697,3.3795039276774554,34,3,1
1723,3.091929660917697,3.3795039276774554,34,3,1
1724,3.091929660917697,3.3795039276774554,34,3,1
1725,3.091929660917697,3.3795039276774554,34,3,1
1726,3.091929660917697,3.3795039276774554,34,3,1
1727,3.091929660917697,3.3795039276774554,34,3,1
1728,3.091929660917697,3.3795039276774554,34,3,1
1729,3.091929660917697,3.3795039276774554,34,3,1
1730,3.091929660917697,3.3795039276774554,34,3,1
1731,3.091929660917697,3.3795039276774554,34,3,1
1732,3.091929660917697,3.3795039276774554,34,3,1
1733,3.091929660917697,3.3795039276774554,34,3,1
1734,3.091929660917697,3.3795039276774554,34,3,1
1735,3.091929660917697,3.3795039276774554,34,3,1
1736,3.091929660917697,3.3795039276774554,34,3,1
1737,3.091929660917697,3.3795039276774554,34,3,1
1738,3.091929660917697,3.3795039276774554,34,3,1
1739,3.091929660917697,3.3795039276774554,34,3,1
1740,3.091929660917697,3.3795039276774554,34,3,1
1741,3.091929660917697,3.3795039276774554,34,3,1
1742,3.091929660917697,3.3795039276774554,34,3,1
1743,3.091929660917697,3.3795039276774554,34,3,1
1744,3.091929660917697,3.3795039276774554,34,3,1
1745,3.091929660917697,3.3795039276774554,34,3,1
1746,3.091929660917697,3.3795039276774554,34,3,1
1747,3.091929660917697,3.3795039276774554,34,3,1
1748,3.091929660917697,3.3795039276774554,34,3,1
1749,3.091929660917697,3.3795039276774554,34,3,1
1750,3.091929660917697,3.3795039276774554,34,3,1
1751,3.091929660917697,3.3795039276774554,34,3,1
1752,3.091929660917697,3.3795039276774554,34,3,1
1753,3.091929660917697,3.3795039276774554,34,3,1
1754,3.091929660917697,3.3795039276774554,34,3,1
1755,3.091929660917697,3.3795039276774554,34,3,1
1756,3.091929660917697,3.3795039276774554,34,3,1
1757,3.091929660917697,3.3795039276774554,34,3,1
1758,3.091929660917697,3.3795039276774554,34,3,1
1759,3.091929660917697,3.3795039276774554,34,3,1
1760,3.091929660917697,3.3795039276774554,34,3,1
1761,3.091929660917697,3.3795039276774554,34,3,1
1762,3.091929660917697,3.3795039276774554,34,3,1
1763,3.091929660917697,3.3795039276774554,34,3,1
1764,3.091929660917697,3.3795039276774554,34,3,1
1765,3.091929660917697,3.3795039276774554,34,3,1
1766,3.091929660917697,3.3795039276774554,34,3,1
1767,3.091929660917697,3.3795039276774554,34,3,1
1768,3.091929660917697,3.3795039276774554,34,3,1
1769,3.091929660917697,3.3795039276774554,34,3,1
1770,3.091929660917697,3.3795039276774554,34,3,1
1771,3.091929660917697,3.3795039276774554,34,3,1
1772,3.091929660917697,3.3795039276774554,34,3,1
1773,3.091929660917697,3.3795039276774554,34,3,1
1774,3.091929660917697,3.3795039276774554,34,3,1
1775,3.091929660917697,3.3795039276774554,34,3,1
1776,3.091929660917697,3.3795039276774554,34,3,1
1777,3.091929660917697,3.3795039276774554,34,3,1
1778,3.091929660917697,3.3795039276774554,34,3,1
1779,3.091929660917697,3.3795039276774554,34,3,1
1780,3.091929660917697,3.3795039276774554,34,3,1
1781,3.091929660917697,3.3795039276774554,34,3,1
1782,3.091929660917697,3.3795039276774554,34,3,1
1783,3.091929660917697,3.3795039276774554,34,3,1
1784,3.091929660917697,3.3795039276774554,34,3,1
1785,3.091929660917697,3.3795039276774554,34,3,1
1786,3.091929660917697,3.3795039276774554,34,3,1
1787,3.091929660917697,3.3795039276774554,34,3,1
1788,3.091929660917697,3.3795039276774554,34,3,1
1789,3.091929660917697,3.3795039276774554,34,3,1
1790,3.091929660917697,3.3795039276774554,34,3,1
1791,3.091929660917697,3.3795039276774554,34,3,1
1792,3.091929660917697,3.3795039276774554,34,3,1
1793,3.091929660917697,3.3795039276774554,34,3,1
1794,3.091929660917697,3.3795039276774554,34,3,1
1795,3.091929660917697,3.3795039276774554,34,3,1
1796,3.091929660917697,3.3795039276774554,34,3,1
1797,3.091929660917697,3.3795039276774554,34,3,1
1798,3.091929660917697,3.3795039276774554,34,3,1
1799,3.091929660917697,3.3795039276774554,34,3,1
1800,3.091929660917697,3.3795039276774554,34,3,1
1801,3.091929660917697,3.3795039276774554,34,3,1
1802,3.091929660917697,3.3795039276774554,34,3,1
1803,3.091929660917697,3.3795039276774554,34,3,1
1804,3.091929660917697,3.3795039276774554,34,3,1
1805,3.091929660917697,3.3795039276774554,34,3,1
1806,3.091929660917697,3.3795039276774554,34,3,1
1807,3.091929660917697,3.3795039276774554,34,3,1
1808,3.091929660917697,3.3795039276774554,34,3,1
1809,3.091929660917697,3.3795039276774554,34,3,1
1810,3.091929660917697,3.3795039276774554,34,3,1
1811,3.091929660917697,3.3795039276774554,34,3,1
1812,3.091929660917697,3.3795039276774554,34,3,1
1813,3.091929660917697,3.3795039276774554,34,3,1
1814,3.091929660917697,3.3795039276774554,34,3,1
1815,3.091929660917697,3.3795039276774554,34,3,1
1816,3.091929660917697,3.3795039276774554,34,3,1
1817,3.091929660917697,3.3795039276774554,34,3,1
1818,3.091929660917697,3.3795039276774554,34,3,1
1819,3.091929660917697,3.3795039276774554,34,3,1
1820,3.091929660917697,3.3795039276774554,34,3,1
1821,3.091929660917697,3.3795039276774554,34,3,1
1822,3.091929660917697,3.3795039276774554,34,3,1
1823,3.091929660917697,3.3795039276774554,34,3,1
1824,3.091929660917697,3.3795039276774554,34,3,1
1825,3.091929660917697,3.3795039276774554,34,3,1
1826,3.091929660917697,3.3795039276774554,34,3,1
1827,3.091929660917697,3.3795039276774554,34,3,1
1828,3.091929660917697,3.3795039276774554,34,3,1
1829,3.091929660917697,3.3795039276774554,34,3,1
1830,3.091929660917697,3.3795039276774554,34,3,1
1831,3.091929660917697,3.3795039276774554,34,3,1
1832,3.091929660917697,3.3795039276774554,34,3,1
1833,3.089506925504565,3.3795039276774554,33,6,1
1834,3.089506925504565,3.3795039276774554,33,6,1
1835,3.089506925504565,3.3795039276774554,33,6,1
1836,3.089506925504565,3.3795039276774554,33,6,1
1837,3.089506925504565,3.3795039276774554,33,6,1
1838,3.089506925504565,3.3795039276774554,33,6,1
1839,3.089506925504565,3.3795039276774554,33,6,1
1840,3.089506925504565,3.3795039276774554,33,6,1
1841,3.089506925504565,3.3795039276774554,33,6,1
1842,3.089506925504565,3.3795039276774554,33,6,1
1843,3.089506925504565,3.3795039276774554,33,6,1
1844,3.089506925504565,3.3795039276774554,33,6,1
1845,3.089506925504565,3.3795039276774554,33,6,1
1846,3.089506925504565,3.3795039276774554,33,6,1
1847,3.089506925504565,3.3795039276774554,33,6,1
1848,3.089506925504565,3.3795039276774554,33,6,1
1849,3.089506925504565,3.3795039276774554,33,6,1
1850,3.089506925504565,3.3795039276774554,33,6,1
1851,3.089506925504565,3.3795039276774554,33,6,1
1852,3.089506925504565,3.3795039276774554,33,6,1
1853,3.089506925504565,3.3795039276774554,33,6,1
1854,3.089506925504565,3.3795039276774554,33,6,1
1855,3.089506925504565,3.3795039276774554,33,6,1
1856,3.089506925504565,3.3795039276774554,33,6,1
1857,3.089506925504565,3.3795039276774554,33,6,1
1858,3.089506925504565,3.3795039276774554,33,6,1
1859,3.089506925504565,3.3795039276774554,33,6,1
1860,3.089506925504565,3.3795039276774554,33,6,1
1861,3.089506925504565,3.3795039276774554,33,6,1
1862,3.089506925504565,3.3795039276774554,33,6,1
1863,3.089506925504565,3.3795039276774554,33,6,1
1864,3.089506925504565,3.3795039276774554,33,6,1
1865,3.089506925504565,3.3795039276774554,33,6,1
1866,3.089506925504565,3.3795039276774554,33,6,1
1867,3.089506925504565,3.3795039276774554,33,6,1
1868,3.089506925504565,3.3795039276774554,33,6,1
1869,3.089506925504565,3.3795039276774554,33,6,1
1870,3.089506925504565,3.3795039276774554,33,6,1
1871,3.089506925504565,3.3795039276774554,33,6,1
1872,3.089506925504565,3.3795039276774554,33,6,1
1873,3.089506925504565,3.3795039276774554,33,6,1
1874,3.089506925504565,3.3795039276774554,33,6,1
1875,3.089506925504565,3.3795039276774554,33,6,1
1876,3.089506925504565,3.3795039276774554,33,6,1
1877,3.089506925504565,3.3795039276774554,33,6,1
1878,3.089506925504565,3.3795039276774554,33,6,1
1879,3.089506925504565,3.3795039276774554,33,6,1
1880,3.089506925504565,3.3795039276774554,33,6,1
1881,3.089506925504565,3.3795039276774554,33,6,1
1882,3.089506925504565,3.3795039276774554,33,6,1
1883,3.089506925504565,3.3795039276774554,33,6,1
1884,3.089506925504565,3.3795039276774554,33,6,1
1885,3.089506925504565,3.3795039276774554,33,6,1
1886,3.089506925504565,3.3795039276774554,33,6,1
1887,3.089506925504565,3.3795039276774554,33,6,1
1888,3.089506925504565,3.3795039276774554,33,6,1
1889,3.089506925504565,3.3795039276774554,33,6,1
1890,3.089506925504565,3.3795039276774554,33,6,1
1891,3.089506925504565,3.3795039276774554,33,6,1
1892,3.089506925504565,3.3795039276774554,33,6,1
1893,3.089506925504565,3.3795039276774554,33,6,1
1894,3.089506925504565,3.3795039276774554,33,6,1
1895,3.089506925504565,3.3795039276774554,33,6,1
1896,3.089506925504565,3.3795039276774554,33,6,1
1897,3.089506925504565,3.3795039276774554,33,6,1
1898,3.089506925504565,3.3795039276774554,33,6,1
1899,3.089506925504565,3.3795039276774554,33,6,1
1900,3.089506925504565,3.3795039276774554,33,6,1
1901,3.089506925504565,3.3795039276774554,33,6,1
1902,3.089506925504565,3.3795039276774554,33,6,1
1903,3.089506925504565,3.3795039276774554,33,6,1
1904,3.089506925504565,3.3795039276774554,33,6,1
1905,3.089506925504565,3.3795039276774554,33,6,1
1906,3.089506925504565,3.3795039276774554,33,6,1
1907,3.089506925504565,3.3795039276774554,33,6,1
1908,3.089506925504565,3.3795039276774554,33,6,1
1909,3.089506925504565,3.3795039276774554,33,6,1
1910,3.089506925504565,3.3795039276774554,33,6,1
1911,3.089506925504565,3.3795039276774554,33,6,1
1912,3.089506925504565,3.3795039276774554,33,6,1
1913,3.089506925504565,3.3795039276774554,33,6,1
